timestamp,side,price,size,pnl,balance_after
2025-12-06 11:50,SELL,89765.96,0.128221,-22.08,11509.93
2025-12-07 01:30,BUY,89667.99,0.128362,0.00,11509.93
2025-12-07 02:25,SELL,89400.41,0.128362,-34.35,11475.58
2025-12-07 15:50,BUY,91439.85,0.125499,0.00,11475.58
2025-12-07 16:15,SELL,91311.89,0.125499,-16.06,11459.52
2025-12-07 18:55,BUY,90216.00,0.127023,0.00,11459.52
2025-12-07 22:55,SELL,91030.01,0.127023,103.40,11562.92
2025-12-07 23:45,BUY,91234.28,0.126739,0.00,11562.92
2025-12-08 06:45,SELL,91929.98,0.126739,88.17,11651.09
2025-12-09 10:20,BUY,90882.89,0.128199,0.00,11651.09
2025-12-09 10:55,SELL,92824.44,0.128199,248.90,11899.99
2025-12-09 13:55,BUY,93989.97,0.126609,0.00,11899.99
2025-12-09 14:00,SELL,93946.02,0.126609,-5.56,11894.43
2025-12-09 14:35,BUY,94069.16,0.126443,0.00,11894.43
2025-12-09 15:00,SELL,93821.98,0.126443,-31.25,11863.18
2025-12-10 01:50,BUY,92683.22,0.127997,0.00,11863.18
2025-12-10 03:55,SELL,92621.33,0.127997,-7.92,11855.25
2025-12-10 05:00,BUY,92923.41,0.127581,0.00,11855.25
2025-12-10 05:45,SELL,92215.99,0.127581,-90.25,11765.00
2025-12-11 19:15,BUY,92451.95,0.127255,0.00,11765.00
2025-12-11 19:20,SELL,92616.53,0.127255,20.94,11785.94
2025-12-12 00:35,BUY,92252.49,0.127757,0.00,11785.94
2025-12-12 00:50,SELL,92425.99,0.127757,22.17,11808.11
2025-12-12 08:25,BUY,92403.97,0.127788,0.00,11808.11
2025-12-12 09:05,SELL,92283.99,0.127788,-15.33,11792.78
2025-12-12 09:50,BUY,92327.49,0.127728,0.00,11792.78
2025-12-12 10:05,SELL,92173.99,0.127728,-19.61,11773.17
2025-12-13 21:40,BUY,90306.02,0.130370,0.00,11773.17
2025-12-13 21:50,SELL,90319.55,0.130370,1.76,11774.94
2025-12-14 23:40,BUY,89578.00,0.131449,0.00,11774.94
